,car_name,engineSize,year,mileage,price,link
202,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2018,27122,13000,www.theaa.com/used-cars/cardetails/137-703966
203,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2018,20332,17980,www.theaa.com/used-cars/cardetails/137-703960
204,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2019,11416,14500,www.theaa.com/used-cars/cardetails/137-703258
205,Ford Focus 1.0 EcoBoost Zetec 5dr,1.0,2017,44780,7795,www.theaa.com/used-cars/cardetails/137-703002
206,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,29009,9190,www.theaa.com/used-cars/cardetails/137-701765
207,Ford Focus 1.5 EcoBoost 150 Active X 5dr,1.5,2020,4122,18790,www.theaa.com/used-cars/cardetails/137-701329
208,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,23359,17777,www.theaa.com/used-cars/cardetails/137-701001
209,Ford Focus 1.5L Titanium EcoBoost T,1.5,2019,19912,13400,www.theaa.com/used-cars/cardetails/138-17302
210,Ford Focus 2L Active X EcoBlue,0.0,2019,21165,16100,www.theaa.com/used-cars/cardetails/138-17275
211,FORD FOCUS 1.5 ZETEC EDITION TDCI,1.5,2017,27755,10499,www.theaa.com/used-cars/cardetails/109-296941
212,Ford Focus 1.0t Ecoboost Titanium Hatchback 5dr Petrol (s/s) (125 Ps),1.0,2018,32756,9495,www.theaa.com/used-cars/cardetails/109-296928
213,Ford Focus 1.5t Ecoboost St Line X Hatchback 5dr Petrol Manual (s/s) (182 P,1.5,2019,9500,16995,www.theaa.com/used-cars/cardetails/109-296918
214,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2980796
215,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2980788
216,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2980746
217,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2980745
218,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2980691
219,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2980689
220,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2980666
221,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2980663
222,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2980657
223,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2980654
224,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2980641
225,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2980640
226,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2980638
227,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2980632
228,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2980573
229,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2980560
230,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2980557
231,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2980555
232,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2980505
233,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2980494
234,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2980366
235,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2980365
236,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2980351
237,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2980343
238,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2980340
239,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2980338
240,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2980328
241,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2980325
242,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2980314
243,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2980306
244,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2980290
245,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2980277
246,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2980273
247,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2980258
248,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2980236
249,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2980231
250,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2980219
251,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2980213
252,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2980206
253,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2980184
254,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2980180
255,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2980174
256,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2980169
257,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2980166
258,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2980141
259,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2980112
260,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2980096
261,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2980095
262,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2980093
263,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2980087
264,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2980085
265,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2980047
266,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2980033
267,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2980023
268,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2980019
269,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2980017
270,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2980012
271,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2980003
272,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2979968
273,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2979947
274,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2979941
275,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2979903
276,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2979894
277,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2979883
278,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2979882
279,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2979870
280,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2979862
281,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2979858
282,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2979812
283,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2979810
284,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2979791
285,Ford Focus 1.0 EcoBoost 125ps Active X 5dr,1.0,2019,9859,17000,www.theaa.com/used-cars/cardetails/37-2979788
286,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2979759
287,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2979749
288,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2979748
289,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2979747
290,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2979731
291,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2979727
292,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2979707
293,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2979706
294,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2979673
295,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2979672
296,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2979670
297,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2979645
298,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,29410,10250,www.theaa.com/used-cars/cardetails/37-2979616
299,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2979615
300,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,18336,10000,www.theaa.com/used-cars/cardetails/37-2979614
301,Ford Focus 1.0 EcoBoost 125 Zetec Edition,1.0,2017,5109,12000,www.theaa.com/used-cars/cardetails/37-2979569
302,Ford Focus 5Dr Zetec 1.0 100PS,1.0,2018,12878,12499,www.theaa.com/used-cars/cardetails/14-2611181
303,Ford Focus  1.0 L   EcoBoost ST-Line 5dr 6Spd 125PS,1.0,2020,5347,14999,www.theaa.com/used-cars/cardetails/7-345430
304,Ford Focus  2.0 L   EcoBlue ST-Line Est 6Spd 150PS,2.0,2020,7791,17499,www.theaa.com/used-cars/cardetails/7-345429
305,Ford Focus   1.0 EcoBoost 125 ST-Line X 5dr,1.0,2019,22829,14999,www.theaa.com/used-cars/cardetails/7-345412
306,Ford Focus   1.0 EcoBoost 125 ST-Line X 5dr,1.0,2020,4379,18499,www.theaa.com/used-cars/cardetails/7-345391
307,Ford Focus   1.5 EcoBlue 120 ST-Line X Edition 5dr Auto,1.5,2020,5395,20499,www.theaa.com/used-cars/cardetails/7-345390
308,Ford Focus   1.5 EcoBlue 120 ST-Line X 5dr Auto,1.5,2020,5816,19999,www.theaa.com/used-cars/cardetails/7-345382
309,Ford Focus   1.0 EcoBoost Hybrid mHEV 125 ST-Line Edition 5dr,1.0,2020,3489,17299,www.theaa.com/used-cars/cardetails/7-345381
310,Ford Focus   1.5 EcoBlue 120 ST-Line X 5dr,1.5,2020,4572,19299,www.theaa.com/used-cars/cardetails/7-345380
311,Ford Focus   2.0 TDCi 185 ST-3 Navigation 5dr,2.0,2018,19134,17499,www.theaa.com/used-cars/cardetails/7-345377
312,Ford Focus   1.5 TDCi 120 ST-Line Nav 5dr [Privacy Glass],1.5,2020,8914,15799,www.theaa.com/used-cars/cardetails/7-345373
313,Ford Focus  1.0 L   EcoBoost Active 5dr 6Spd 125PS,1.0,2020,3906,16499,www.theaa.com/used-cars/cardetails/7-345334
314,Ford Focus  1.5 L   EcoBoost ST-Line X 5dr 6Spd 182PS,1.5,2018,13704,16699,www.theaa.com/used-cars/cardetails/7-345333
315,Ford Focus Focus 2.0 Ecoboost ST3 5dr,2.0,2018,5510,19999,www.theaa.com/used-cars/cardetails/7-345309
316,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Petrol Hatchback,1.0,2019,4500,14400,www.theaa.com/used-cars/cardetails/39-948211
317,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Petrol Estate,1.0,2018,6800,14000,www.theaa.com/used-cars/cardetails/39-948121
318,Ford Focus 1.5 EcoBlue 120 Titanium 5dr Diesel Hatchback,1.5,2019,12856,13750,www.theaa.com/used-cars/cardetails/39-948116
319,FORD FOCUS 1.0 ST-LINE 5d 124 BHP,1.0,2017,60899,8550,www.theaa.com/used-cars/cardetails/59-666322
320,FORD FOCUS 1.0 ZETEC 5d 99 BHP,1.0,2018,28000,10877,www.theaa.com/used-cars/cardetails/59-666212
321,FORD FOCUS 1.0 ST-LINE 5DR 1 OWNER 124 BHP + SAT NAV,1.0,2019,15000,14940,www.theaa.com/used-cars/cardetails/59-666049
322,Ford FOCUS ST,0.0,2020,3000,26900,www.theaa.com/used-cars/cardetails/10-1147524
323,Ford FOCUS ST,0.0,2020,3000,29500,www.theaa.com/used-cars/cardetails/10-1147521
324,Ford FOCUS ST,0.0,2020,3000,26900,www.theaa.com/used-cars/cardetails/10-1147519
325,Ford FOCUS VIGNALE,0.0,2020,25,22500,www.theaa.com/used-cars/cardetails/10-1147514
326,Ford FOCUS ST,0.0,2020,3000,26900,www.theaa.com/used-cars/cardetails/10-1147513
327,FORD FOCUS 2.0 Ecoblue St-Line X 5Dr,2.0,2020,2391,19499,www.theaa.com/used-cars/cardetails/23-103183
328,FORD FOCUS 1.5 Ecoboost 150 Titanium X 5Dr,1.5,2019,17428,14599,www.theaa.com/used-cars/cardetails/23-103176
329,FORD FOCUS 1.0 Ecoboost Titanium Navigation 5Dr,1.0,2017,23005,9499,www.theaa.com/used-cars/cardetails/23-103175
330,FORD FOCUS 1.0 Ecoboost 125 Titanium Navigation 5Dr,1.0,2018,28350,9799,www.theaa.com/used-cars/cardetails/23-103159
331,FORD FOCUS 2.0 Ecoblue St-Line X 5Dr,2.0,2020,4108,19999,www.theaa.com/used-cars/cardetails/23-103142
332,FORD FOCUS 1.5 Tdci 120 Zetec Edition 5Dr,1.5,2017,36000,9299,www.theaa.com/used-cars/cardetails/23-102926
333,FORD FOCUS 1.0 Ecoboost Zetec Edition 5Dr,1.0,2017,29656,8499,www.theaa.com/used-cars/cardetails/23-102862
334,FORD FOCUS VIGNALE 1.5 Ecoblue 120 5Dr Auto,1.5,2020,4031,19999,www.theaa.com/used-cars/cardetails/23-102600
335,FORD FOCUS 1.0 Ecoboost 125 Titanium Navigation 5Dr,1.0,2018,30170,9499,www.theaa.com/used-cars/cardetails/23-102599
336,FORD FOCUS VIGNALE 1.0 Ecoboost 125 5Dr,1.0,2019,10041,16999,www.theaa.com/used-cars/cardetails/23-102598
337,FORD FOCUS 2.0 Ecoblue St-Line X 5Dr,2.0,2020,4187,19999,www.theaa.com/used-cars/cardetails/23-102594
338,FORD FOCUS 1.0 Ecoboost 125 Titanium 5Dr,1.0,2019,22337,12999,www.theaa.com/used-cars/cardetails/23-102591
339,FORD FOCUS 1.0 Ecoboost 140 St-Line Navigation 5Dr,1.0,2018,10286,11790,www.theaa.com/used-cars/cardetails/23-102567
340,FORD FOCUS 1.0 Ecoboost 125 Titanium 5Dr,1.0,2019,7630,13499,www.theaa.com/used-cars/cardetails/23-102566
341,FORD FOCUS 1.0 Ecoboost 125 Titanium 5Dr,1.0,2018,9336,13150,www.theaa.com/used-cars/cardetails/23-102562
342,FORD FOCUS 1.0 Ecoboost 125 Titanium X 5Dr,1.0,2017,50301,9999,www.theaa.com/used-cars/cardetails/23-102548
343,FORD FOCUS 1.0 Ecoboost 125 Titanium 5Dr,1.0,2018,23178,11999,www.theaa.com/used-cars/cardetails/23-102545
344,FORD FOCUS 1.0 Ecoboost 125 St-Line Nav 5Dr,1.0,2018,28876,12999,www.theaa.com/used-cars/cardetails/23-102536
345,FORD FOCUS 1.5 Ecoboost 150 Titanium X 5Dr,1.5,2019,18385,14399,www.theaa.com/used-cars/cardetails/23-102535
346,FORD FOCUS 1.0 Ecoboost 125 Titanium Navigation 5Dr,1.0,2019,11846,13999,www.theaa.com/used-cars/cardetails/23-102532
347,FORD FOCUS 1.0 Ecoboost 125 Titanium 5Dr Auto,1.0,2017,35935,8990,www.theaa.com/used-cars/cardetails/23-102237
348,FORD FOCUS 1.0 Ecoboost Zetec Edition 5Dr,1.0,2018,9710,10750,www.theaa.com/used-cars/cardetails/23-102169
349,FORD FOCUS 1.0 Ecoboost 140 St-Line Navigation 5Dr,1.0,2018,16334,11495,www.theaa.com/used-cars/cardetails/23-102168
350,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2019,5455,14975,www.theaa.com/used-cars/cardetails/137-700277
351,Ford Focus 1.5 EcoBlue 120 ST-Line 5dr,1.5,2020,8070,16389,www.theaa.com/used-cars/cardetails/137-700244
352,Ford Focus 1.5 EcoBlue 120 ST-Line 5dr,1.5,2020,8915,16389,www.theaa.com/used-cars/cardetails/137-700243
353,Ford Focus 1.5 EcoBlue 120 ST-Line 5dr,1.5,2020,9199,16389,www.theaa.com/used-cars/cardetails/137-700242
354,Ford Focus 1.0 EcoBoost 125 Titanium X 5dr Auto,1.0,2018,10189,12528,www.theaa.com/used-cars/cardetails/137-700134
355,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Auto,1.0,2019,1349,15952,www.theaa.com/used-cars/cardetails/137-699933
356,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,32178,10295,www.theaa.com/used-cars/cardetails/137-700248
357,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Auto,1.0,2017,10300,10439,www.theaa.com/used-cars/cardetails/137-700148
358,Ford Focus 1L Zetec EcoBoost T,0.0,2019,30045,11750,www.theaa.com/used-cars/cardetails/138-17244
359,Ford Focus 1L Titanium EcoBoost T,0.0,2017,10012,10625,www.theaa.com/used-cars/cardetails/138-17150
360,Ford Focus 5Dr ST-3 2.0 250PS,2.0,2018,14500,18499,www.theaa.com/used-cars/cardetails/14-2610762
361,Ford Focus 1.5 TDCi 120 Titanium 5dr Powershift,1.5,2018,37535,10500,www.theaa.com/used-cars/cardetails/14-2610621
362,Ford Focus 2.3 EcoBoost ST 5dr 280ps GT Stripe Kit Pan Roof,2.3,2019,7000,26890,www.theaa.com/used-cars/cardetails/7-345262
363,Ford Focus   1.0 EcoBoost Hybrid mHEV 125 Titanium Edition 5dr,1.0,2020,148,17999,www.theaa.com/used-cars/cardetails/7-345228
364,Ford Focus   1.0 EcoBoost 125 ST-Line Navigation 5dr,1.0,2017,30258,10999,www.theaa.com/used-cars/cardetails/7-345226
365,Ford Focus   1.5 TDCi 120 ST-Line X 5dr,1.5,2020,3885,18999,www.theaa.com/used-cars/cardetails/7-345224
366,Ford Focus   1.0 EcoBoost 125 Zetec 5dr,1.0,2019,7376,12543,www.theaa.com/used-cars/cardetails/7-345213
367,Ford Focus   1.5 EcoBoost 182 ST-Line X 5dr,1.5,2019,7000,17267,www.theaa.com/used-cars/cardetails/7-345212
368,Ford Focus  1.0 L EcoBoost Hybrid Active X Edition Est 6Spd 125PS,1.0,2020,352,20999,www.theaa.com/used-cars/cardetails/7-345170
369,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2979564
370,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2979463
371,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2979448
372,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2979314
373,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2979304
374,Ford Focus 1.0 EcoBoost 125 Zetec 5dr,1.0,2018,16094,12500,www.theaa.com/used-cars/cardetails/37-2979295
375,Ford Focus 1.0 EcoBoost 125 Zetec 5dr,1.0,2018,16094,12500,www.theaa.com/used-cars/cardetails/37-2979117
376,Ford Focus 1.0 EcoBoost 125 Zetec 5dr,1.0,2018,16094,12500,www.theaa.com/used-cars/cardetails/37-2979116
377,Ford Focus 1.0 EcoBoost 125 Zetec 5dr,1.0,2018,16094,12500,www.theaa.com/used-cars/cardetails/37-2979081
378,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2979080
379,Ford Focus 1.0 EcoBoost 125 Zetec 5dr,1.0,2018,16094,12500,www.theaa.com/used-cars/cardetails/37-2979077
380,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2978979
381,Ford Focus 1.0 EcoBoost 125 Zetec 5dr,1.0,2018,16094,12500,www.theaa.com/used-cars/cardetails/37-2978976
382,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2978932
383,Ford Focus 1.0 EcoBoost 125 Zetec 5dr,1.0,2018,16094,12500,www.theaa.com/used-cars/cardetails/37-2978921
384,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2978918
385,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2978903
386,Ford Focus 1.0 EcoBoost 125 Zetec 5dr,1.0,2018,16094,12500,www.theaa.com/used-cars/cardetails/37-2978882
387,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2978857
388,Ford Focus 1.0 EcoBoost 125 Zetec 5dr,1.0,2018,16094,12500,www.theaa.com/used-cars/cardetails/37-2978843
389,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2978836
390,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2978799
391,Ford Focus 1.0 EcoBoost 125ps Zetec Edition 5dr,1.0,2018,5779,11000,www.theaa.com/used-cars/cardetails/37-2978775
392,Ford Focus 1.0 EcoBoost 125 Zetec 5dr,1.0,2018,16094,12500,www.theaa.com/used-cars/cardetails/37-2978764
393,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2978747
394,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2978732
395,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2018,2074,12200,www.theaa.com/used-cars/cardetails/37-2978720
