,car_name,engineSize,year,mileage,price,link
952,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,2159,17596,www.theaa.com/used-cars/cardetails/137-684009
953,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr,1.0,2017,21616,9182,www.theaa.com/used-cars/cardetails/137-684008
954,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr,1.0,2018,25402,14495,www.theaa.com/used-cars/cardetails/137-688567
955,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2018,20673,10295,www.theaa.com/used-cars/cardetails/137-688568
956,Ford Focus 1.5 EcoBlue 120 Titanium 5dr,1.5,2019,8058,14750,www.theaa.com/used-cars/cardetails/137-687466
957,Ford Focus 1.5 EcoBlue 120 ST-Line X 5dr Auto,1.5,2019,24528,16495,www.theaa.com/used-cars/cardetails/137-685704
958,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2017,51483,8395,www.theaa.com/used-cars/cardetails/137-684660
959,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2019,17953,13000,www.theaa.com/used-cars/cardetails/137-684580
960,Ford Focus 1.0t Ecoboost Titanium Hatchback 5dr Petrol Manual (s/s) (125 Ps,1.0,2019,11021,13485,www.theaa.com/used-cars/cardetails/109-295493
961,Ford Focus 2.0 St 5dr 6spd 190PS,2.0,2020,3892,24135,www.theaa.com/used-cars/cardetails/109-295487
962,FORD FOCUS ST-LINE,0.0,2017,3086,13600,www.theaa.com/used-cars/cardetails/94-160119
963,Ford Focus 2.0T EcoBoost ST-3 5dr,2.0,2017,23318,16500,www.theaa.com/used-cars/cardetails/14-2607080
964,Ford Focus 5Dr Titanium 1.0 125PS,1.0,2019,4741,15000,www.theaa.com/used-cars/cardetails/14-2607042
965,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973996
966,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973972
967,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973953
968,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973934
969,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973915
970,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973867
971,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973807
972,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973729
973,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973688
974,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973681
975,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973659
976,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973652
977,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973600
978,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973592
979,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973583
980,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973575
981,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973513
982,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973495
983,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973494
984,Ford Focus 1.0 EcoBoost Zetec Edition 5dr,1.0,2017,25152,9250,www.theaa.com/used-cars/cardetails/37-2973493
985,FORD FOCUS 1.0 ZETEC EDITION 5DR,1.0,2018,24660,9999,www.theaa.com/used-cars/cardetails/67-53443
986,Ford Focus 1.0 EcoBoost 125 Zetec 5dr Petrol Hatchback,1.0,2019,13177,12775,www.theaa.com/used-cars/cardetails/39-945385
987,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Petrol Hatchback,1.0,2018,20454,10400,www.theaa.com/used-cars/cardetails/39-945375
988,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr Petrol Hatchback,1.0,2019,6741,16200,www.theaa.com/used-cars/cardetails/39-945347
989,FORD FOCUS 1.0 ZETEC EDITION 5d 124 BHP,1.0,2018,14593,10250,www.theaa.com/used-cars/cardetails/59-662647
990,FORD FOCUS 2.0 VIGNALE ECOBLUE 5d 148 BHP,2.0,2019,11000,16799,www.theaa.com/used-cars/cardetails/59-662397
991,FORD FOCUS 2.0 ST-1 TDCI 5d 183 BHP,2.0,2017,34000,12799,www.theaa.com/used-cars/cardetails/59-662396
992,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5 door Automatic Estate,1.0,2018,7521,11589,www.theaa.com/used-cars/cardetails/50-55396
993,Ford Focus 1.5 EcoBlue 120 Titanium X 5 door Automatic Estate,1.5,2020,3130,17489,www.theaa.com/used-cars/cardetails/50-55395
994,FORD FOCUS 1.0 Ecoboost 125 St-Line X 5Dr,1.0,2020,1149,18999,www.theaa.com/used-cars/cardetails/23-100859
995,FORD FOCUS 1.5 Ecoblue 120 St-Line X 5Dr Auto,1.5,2020,6956,19599,www.theaa.com/used-cars/cardetails/23-100721
996,Ford Focus 1.5 EcoBoost 150 Titanium 5dr,1.5,2019,3630,15500,www.theaa.com/used-cars/cardetails/137-683608
997,Ford Focus 1.0 EcoBoost 125 Active 5dr,1.0,2020,7600,16495,www.theaa.com/used-cars/cardetails/137-683514
998,Ford Focus 1.0 EcoBoost 125 Active 5dr,1.0,2019,7882,15200,www.theaa.com/used-cars/cardetails/137-682907
999,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2019,15388,13000,www.theaa.com/used-cars/cardetails/137-682688
1000,FORD FOCUS 1.5 Ecoblue 120 St-Line X 5Dr Auto,1.5,2020,3898,19899,www.theaa.com/used-cars/cardetails/23-100614
1001,Ford Focus 1.0T EcoBoost Zetec Auto (s/s) 5dr,1.0,2019,31017,11600,www.theaa.com/used-cars/cardetails/6-1794117
1002,Ford Focus 2.0 EcoBlue 190 ST 5dr,2.0,2019,8075,22480,www.theaa.com/used-cars/cardetails/137-683506
1003,Ford Focus 1.5 EcoBoost 150 ST-Line 5dr,1.5,2019,28127,13999,www.theaa.com/used-cars/cardetails/137-682743
1004,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2020,13063,14991,www.theaa.com/used-cars/cardetails/137-682314
1005,Ford Focus 1.0 EcoBoost 125 Zetec 5dr,1.0,2019,3554,13991,www.theaa.com/used-cars/cardetails/137-682313
1006,Ford Focus 2.0 TDCi 185 ST-3 5dr,2.0,2018,23257,17777,www.theaa.com/used-cars/cardetails/137-682312
1007,Ford Focus 1.5L Titanium TDCi,1.5,2017,53570,8650,www.theaa.com/used-cars/cardetails/138-16569
1008,Ford Focus 1.5L ST-Line EcoBoost T,1.5,2017,19037,13575,www.theaa.com/used-cars/cardetails/138-16547
1009,Ford Focus 1.5L ST-Line TDCi,1.5,2017,30251,10425,www.theaa.com/used-cars/cardetails/138-16495
1010,Ford Focus 1L ST-Line EcoBoost T,0.0,2017,19948,11750,www.theaa.com/used-cars/cardetails/138-16447
1011,Ford Focus 5Dr ST-Line 1.0 125PS,1.0,2019,20001,13799,www.theaa.com/used-cars/cardetails/14-2606507
1012,Ford Focus 2.0T EcoBoost ST-2 5dr,2.0,2017,28173,14000,www.theaa.com/used-cars/cardetails/14-2606408
1013,Ford Focus   1.0 EcoBoost 100 Zetec 5dr,1.0,2019,19079,11417,www.theaa.com/used-cars/cardetails/7-344213
1014,Ford Focus   1.0 EcoBoost 125 Titanium 5dr,1.0,2018,32570,9573,www.theaa.com/used-cars/cardetails/7-344206
1015,Ford Focus  2.0 L   EcoBlue ST 5dr 6Spd 190PS,2.0,2020,5500,23998,www.theaa.com/used-cars/cardetails/7-344164
1016,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972995
1017,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972983
1018,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972928
1019,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972926
1020,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972873
1021,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972847
1022,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972825
1023,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972823
1024,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972821
1025,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972808
1026,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972801
1027,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972795
1028,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972761
1029,Ford Focus 1.0T EcoBoost Zetec (s/s) 5dr,1.0,2019,13212,11600,www.theaa.com/used-cars/cardetails/6-1794206
1030,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr Petrol Hatchback,1.0,2018,8079,15398,www.theaa.com/used-cars/cardetails/39-945212
1031,Ford Focus 1.0 EcoBoost 100 Zetec 5dr Petrol Hatchback,1.0,2019,10439,12500,www.theaa.com/used-cars/cardetails/39-945211
1032,Ford Focus 1.0 EcoBoost 140 ST-Line Navigation 5dr Petrol Hatchback,1.0,2018,13989,11500,www.theaa.com/used-cars/cardetails/39-945009
1033,Ford Focus 1.0 EcoBoost 140 ST-Line Navigation 5dr Petrol Estate,1.0,2018,49921,10500,www.theaa.com/used-cars/cardetails/39-945000
1034,Ford Focus 1.0 EcoBoost 100 Zetec 5dr Petrol Hatchback,1.0,2018,15727,11662,www.theaa.com/used-cars/cardetails/39-944994
1035,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Petrol Hatchback,1.0,2018,27022,10000,www.theaa.com/used-cars/cardetails/39-944987
1036,Ford Focus 1.5 EcoBlue 120 Titanium X 5dr Auto Diesel Hatchback,1.5,2018,21547,14000,www.theaa.com/used-cars/cardetails/39-944971
1037,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Petrol Hatchback,1.0,2018,12126,13500,www.theaa.com/used-cars/cardetails/39-944970
1038,FORD FOCUS 1.0 Ecoboost 125 Titanium Navigation 5Dr,1.0,2017,25629,9599,www.theaa.com/used-cars/cardetails/23-100624
1039,Ford Focus 2.0T Ecoboost St-3 Navigation 5Dr,2.0,2018,5485,19199,www.theaa.com/used-cars/cardetails/23-100481
1040,FORD FOCUS 1.5 Ecoblue 120 St-Line X 5Dr Auto,1.5,2020,2303,19899,www.theaa.com/used-cars/cardetails/23-100465
1041,FORD FOCUS 1.0 Ecoboost Titanium 5Dr,1.0,2018,30949,9990,www.theaa.com/used-cars/cardetails/23-100393
1042,FORD FOCUS 1.0 Ecoboost Titanium 5Dr,1.0,2018,43560,9695,www.theaa.com/used-cars/cardetails/23-100389
1043,FORD FOCUS 1.0 EcoBoost Zetec Edition 5dr *SAT NAV* ++14 DAY MONEY BACK++,1.0,2017,32400,8493,www.theaa.com/used-cars/cardetails/4-1240078
1044,Ford Focus 1.0 EcoBoost 140 ST-Line X 5dr,1.0,2018,16296,11950,www.theaa.com/used-cars/cardetails/137-681897
1045,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,12934,10690,www.theaa.com/used-cars/cardetails/137-681841
1046,Ford Focus 1.5 EcoBlue 120 ST-Line 5dr,1.5,2020,3737,18000,www.theaa.com/used-cars/cardetails/137-681528
1047,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,3933,18500,www.theaa.com/used-cars/cardetails/137-681527
1048,Ford Focus 5Dr Zetec 1.0 125PS,1.0,2018,18608,10000,www.theaa.com/used-cars/cardetails/14-2605924
1049,Ford Focus 1.5 TDCi Zetec Edition (s/s) 5dr,1.5,2018,37621,9470,www.theaa.com/used-cars/cardetails/6-1793547
1050,Ford Focus 1.5 EcoBoost Titanium 5dr Petrol Hatchback,1.5,2017,13087,11000,www.theaa.com/used-cars/cardetails/39-944598
1051,Ford Focus ST-LINE TDCI,0.0,2017,56600,9250,www.theaa.com/used-cars/cardetails/73-584310
1052,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2019,20866,13495,www.theaa.com/used-cars/cardetails/137-680486
1053,Ford Focus 1.0 EcoBoost 140 ST-Line Navigation 5dr,1.0,2018,19320,11395,www.theaa.com/used-cars/cardetails/137-680485
1054,Ford Focus 1.5L Zetec EcoBlue,1.5,2020,7911,15175,www.theaa.com/used-cars/cardetails/138-16415
1055,Ford Focus 1.5L Titanium EcoBlue,1.5,2019,12064,14450,www.theaa.com/used-cars/cardetails/138-16387
1056,Ford Focus 1L Titanium EcoBoost T,0.0,2017,8296,10975,www.theaa.com/used-cars/cardetails/138-16362
1057,Ford Focus 1.0t Ecoboost Titanium Hatchback 5dr Petrol Manual (s/s) (125 Ps,1.0,2019,5164,15495,www.theaa.com/used-cars/cardetails/109-295153
1058,Ford Focus   1.5 TDCi 120 ST-Line X 5dr,1.5,2020,13271,16999,www.theaa.com/used-cars/cardetails/7-343982
1059,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2972624
1060,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2972607
1061,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972595
1062,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2972572
1063,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2972544
1064,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2972448
1065,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2972443
1066,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2972427
1067,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2972424
1068,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2972389
1069,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2972388
1070,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972374
1071,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2972365
1072,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972291
1073,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972280
1074,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972278
1075,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2972273
1076,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972020
1077,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,13591,11200,www.theaa.com/used-cars/cardetails/37-2972005
1078,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2971952
1079,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2971943
1080,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2971928
1081,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr Petrol Hatchback,1.0,2018,7352,15565,www.theaa.com/used-cars/cardetails/39-944822
1082,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr Petrol Hatchback,1.0,2019,9112,16226,www.theaa.com/used-cars/cardetails/39-944820
1083,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Petrol Hatchback,1.0,2019,7569,14500,www.theaa.com/used-cars/cardetails/39-944693
1084,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr Petrol Hatchback,1.0,2019,8659,14500,www.theaa.com/used-cars/cardetails/39-944579
1085,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Petrol Hatchback,1.0,2019,15275,13700,www.theaa.com/used-cars/cardetails/39-944575
1086,Ford Focus 1.0 EcoBoost 125 Zetec Edition 5dr Petrol Hatchback,1.0,2018,29526,9395,www.theaa.com/used-cars/cardetails/39-944574
1087,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Auto Petrol Hatchback,1.0,2018,21752,11000,www.theaa.com/used-cars/cardetails/39-944551
1088,Ford Focus 1.5 EcoBlue 120 Zetec 5 door,1.5,2020,5000,17188,www.theaa.com/used-cars/cardetails/50-55381
1089,FORD FOCUS 1.5 Ecoblue 120 St-Line X 5Dr Auto,1.5,2020,16105,17999,www.theaa.com/used-cars/cardetails/23-100362
1090,Ford FOCUS 2.0T Ecoboost St-3 Navigation 5Dr,2.0,2018,35849,16389,www.theaa.com/used-cars/cardetails/23-100309
1091,Ford Focus 1.0 EcoBoost 125 Active 5dr,1.0,2019,7198,14600,www.theaa.com/used-cars/cardetails/137-679591
1092,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr,1.0,2019,9651,16490,www.theaa.com/used-cars/cardetails/137-678779
1093,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2019,12735,14390,www.theaa.com/used-cars/cardetails/137-678778
1094,Ford Focus 1.0 EcoBoost 125 Titanium 5dr Auto,1.0,2018,11822,11300,www.theaa.com/used-cars/cardetails/137-678571
1095,Ford Focus 1.5 TDCi 120 Zetec Edition 5dr,1.5,2018,36166,10200,www.theaa.com/used-cars/cardetails/137-679379
1096,Ford Focus 1.0 EcoBoost 140 ST-Line X 5dr,1.0,2018,19039,11995,www.theaa.com/used-cars/cardetails/137-678794
1097,Ford Focus 1.0 EcoBoost 125 Titanium 5dr,1.0,2018,38728,9695,www.theaa.com/used-cars/cardetails/137-678793
1098,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2018,10078,14495,www.theaa.com/used-cars/cardetails/137-678792
1099,Ford Focus 5Dr ST-Line 1.0 140PS,1.0,2018,28597,10899,www.theaa.com/used-cars/cardetails/14-2605643
1100,Ford Focus 5Dr Titanium 1.0 125PS,1.0,2019,8653,14199,www.theaa.com/used-cars/cardetails/14-2605578
1101,Ford Focus ST-LINE,0.0,2017,22597,10990,www.theaa.com/used-cars/cardetails/14-2605569
1102,Ford Focus 5Dr ST-Line X 1.0 140PS,1.0,2018,30116,10799,www.theaa.com/used-cars/cardetails/14-2605565
1103,Ford Focus 5Dr ST-Line 1.0 125PS,1.0,2019,17216,13899,www.theaa.com/used-cars/cardetails/14-2605551
1104,Ford Focus 5Dr ST-Line X 1.0 125PS,1.0,2019,31766,14399,www.theaa.com/used-cars/cardetails/14-2605546
1105,Ford Focus 5Dr Titanium 1.0 125PS,1.0,2019,19207,13499,www.theaa.com/used-cars/cardetails/14-2605538
1106,Ford Focus  1.0 T EcoBoost Hybrid ST-Line X Edition 5dr 6Spd 155PS,1.0,2020,4770,20994,www.theaa.com/used-cars/cardetails/7-343816
1107,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2971634
1108,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2971592
1109,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2971563
1110,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2971537
1111,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2971513
1112,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2971463
1113,Ford Focus 1.0 EcoBoost 125 Active X 5dr,1.0,2020,1057,18500,www.theaa.com/used-cars/cardetails/37-2971423
1114,Ford Focus 1.0 EcoBoost 125 Titanium X 5dr Petrol Hatchback,1.0,2020,5011,16000,www.theaa.com/used-cars/cardetails/39-944204
1115,FORD FOCUS 1.0T EcoBoost Zetec Edition Navigator (start/stop),1.0,2017,35308,8550,www.theaa.com/used-cars/cardetails/59-661056
1116,FORD FOCUS 1.5 ST-LINE TDCI 5d AUTO 118 BHP,1.5,2018,8000,12799,www.theaa.com/used-cars/cardetails/59-660923
1117,FORD FOCUS 1.5 ST-LINE TDCI 5DR 118 BHP,1.5,2017,55600,9289,www.theaa.com/used-cars/cardetails/59-660847
1118,Ford Focus 1.5 EcoBlue 120 Titanium 5 door Automatic,1.5,2020,704,16489,www.theaa.com/used-cars/cardetails/50-55356
1119,Ford Focus 2.0 TDCi ST-2 (s/s) 5dr (SOLDjc),2.0,2017,48621,13995,www.theaa.com/used-cars/cardetails/101-19088
1120,FORD FOCUS 1.5 Ecoblue 120 St-Line X 5Dr,1.5,2018,8790,16299,www.theaa.com/used-cars/cardetails/23-99980
1121,FORD FOCUS 2.3 Ecoboost St 5Dr,2.3,2020,8266,25999,www.theaa.com/used-cars/cardetails/23-99979
1122,FORD FOCUS VIGNALE 1.5 Ecoblue 120 5Dr Auto,1.5,2020,2390,18799,www.theaa.com/used-cars/cardetails/23-99968
1123,FORD FOCUS 2.0 Ecoblue Titanium X 5Dr Auto,2.0,2019,2437,18199,www.theaa.com/used-cars/cardetails/23-99966
1124,FORD FOCUS 1.0 Ecoboost 125 St-Line X 5Dr,1.0,2019,9301,15999,www.theaa.com/used-cars/cardetails/23-99961
1125,Ford Focus Vignale 1.0 EcoBoost 125 5dr,1.0,2020,10,19300,www.theaa.com/used-cars/cardetails/137-677227
1126,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,23761,10200,www.theaa.com/used-cars/cardetails/137-677187
1127,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2020,4462,16000,www.theaa.com/used-cars/cardetails/137-677154
1128,Ford Focus 2.3 EcoBoost ST 5dr,2.3,2019,5255,24750,www.theaa.com/used-cars/cardetails/137-676830
1129,Ford Focus 1.5 EcoBoost ST-Line 5dr Auto,1.5,2017,8067,12750,www.theaa.com/used-cars/cardetails/137-676407
1130,Ford Focus 2.0 TDCi 185 ST-3 5dr,2.0,2017,49194,13670,www.theaa.com/used-cars/cardetails/137-676334
1131,Ford Focus 2.3 EcoBoost ST 5dr,2.3,2019,2645,25444,www.theaa.com/used-cars/cardetails/137-676081
1132,Ford Focus 2.0 EcoBlue 190 ST 5dr,2.0,2020,6746,24777,www.theaa.com/used-cars/cardetails/137-676080
1133,Ford Focus 1.0 EcoBoost 140 ST-Line Navigation 5dr Petrol Hatchback,1.0,2018,13271,11500,www.theaa.com/used-cars/cardetails/39-944175
1134,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr,1.0,2020,8988,18990,www.theaa.com/used-cars/cardetails/137-675511
1135,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2017,18592,10500,www.theaa.com/used-cars/cardetails/137-675340
1136,FORD FOCUS 1.0 Ecoboost 125 Titanium Navigation 5Dr,1.0,2017,32008,9299,www.theaa.com/used-cars/cardetails/23-99760
1137,Ford Focus 1.5 EcoBlue 120 ST-Line 5dr,1.5,2018,20403,13495,www.theaa.com/used-cars/cardetails/137-675489
1138,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr,1.0,2019,10208,15900,www.theaa.com/used-cars/cardetails/14-2605154
1139,Ford Focus 1.5 TDCi 120 Titanium 5dr,1.5,2017,90896,6799,www.theaa.com/used-cars/cardetails/14-2605082
1140,Ford Focus 1.5 TDCi 120 Titanium 5dr Diesel Hatchback,1.5,2017,30751,9495,www.theaa.com/used-cars/cardetails/39-944163
1141,FORD FOCUS VIGNALE 2.0 Ecoblue Active X 5Dr Auto,2.0,2020,4027,20899,www.theaa.com/used-cars/cardetails/23-99766
1142,Ford Focus 1.0 EcoBoost Hybrid mHEV 125 Vignale Edition 5dr,1.0,2020,10,21000,www.theaa.com/used-cars/cardetails/137-674844
1143,Ford Focus 1.0 EcoBoost 125 Active 5dr,1.0,2020,4100,19000,www.theaa.com/used-cars/cardetails/137-674220
1144,Ford Focus 1.0 EcoBoost 125 Zetec 5dr,1.0,2018,22785,11800,www.theaa.com/used-cars/cardetails/137-674219
1145,Ford Focus 2.0 EcoBlue 150 Active X Auto 5dr,2.0,2020,2483,19770,www.theaa.com/used-cars/cardetails/137-673716
1146,Ford Focus TITANIUM,0.0,2017,17500,9480,www.theaa.com/used-cars/cardetails/73-583683
1147,Ford Focus ZETEC EDITION,0.0,2018,37200,8795,www.theaa.com/used-cars/cardetails/73-583626
1148,Ford Focus 1.5 TDCi 120 ST-Line Navigation 5dr,1.5,2018,24680,10690,www.theaa.com/used-cars/cardetails/137-674845
1149,Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr,1.0,2019,13610,16995,www.theaa.com/used-cars/cardetails/137-673436
1150,Ford Focus 1.0 EcoBoost 125 ST-Line 5dr,1.0,2018,14251,13000,www.theaa.com/used-cars/cardetails/137-672698
1151,Ford Focus 1L Zetec EcoBoost T,0.0,2019,11538,13675,www.theaa.com/used-cars/cardetails/138-16137
